mol,geom,seconds
omegacsd_FUPFIF,rmsd53-opt,2405.813
omegacsd_FUPFIF,rmsd58-opt,2396.119
omegacsd_FUPFIF,rmsd59-opt,2390.735
omegacsd_FUPFIF,rmsd60-opt,2344.3
omegacsd_FUPFIF,rmsd61-opt,2299.548
omegacsd_FUPFIF,rmsd7-opt,2413.821
omegacsd_GALMOV,rmsd104-opt,3410.524
omegacsd_GALMOV,rmsd105-opt,3306.69
omegacsd_GALMOV,rmsd106-opt,3300.644
omegacsd_GALMOV,rmsd107-opt,3448.15
omegacsd_GALMOV,rmsd10-opt,3299.562
omegacsd_GALMOV,rmsd113-opt,3286.702
omegacsd_GALMOV,rmsd114-opt,3284.413
omegacsd_GALMOV,rmsd154-opt,3295.194
omegacsd_GALMOV,rmsd156-opt,3302.044
omegacsd_GALMOV,rmsd157-opt,3436.522
omegacsd_GEKWAU,rmsd122-opt,1595.342
omegacsd_GEKWAU,rmsd123-opt,1591.306
omegacsd_GEKWAU,rmsd12-opt,1597.381
omegacsd_GEKWAU,rmsd131-opt,1597.809
omegacsd_GEKWAU,rmsd155-opt,1601.754
omegacsd_GEKWAU,rmsd238-opt,1594.672
omegacsd_GEKWAU,rmsd39-opt,1602.805
omegacsd_GEKWAU,rmsd67-opt,1605.25
omegacsd_GEKWAU,rmsd79-opt,1606.193
omegacsd_GEKWAU,rmsd85-opt,1595.48
omegacsd_HEPYAC,rmsd103-opt,4531.342
omegacsd_HEPYAC,rmsd104-opt,4550.612
omegacsd_HEPYAC,rmsd141-opt,4743.943
omegacsd_HEPYAC,rmsd176-opt,4359.976
omegacsd_HEPYAC,rmsd192-opt,4542.229
omegacsd_HEPYAC,rmsd193-opt,4544.8
omegacsd_HEPYAC,rmsd247-opt,4710.256
omegacsd_HEPYAC,rmsd42-opt,4701.807
omegacsd_HEPYAC,rmsd43-opt,4666.11
omegacsd_HEPYAC,rmsd83-opt,4538.72
omegacsd_HEVJAT,rmsd100-opt,1721.194
omegacsd_HEVJAT,rmsd103-opt,1722.326
omegacsd_HEVJAT,rmsd106-opt,1724.565
omegacsd_HEVJAT,rmsd107-opt,1727.742
omegacsd_HEVJAT,rmsd109-opt,1725.507
omegacsd_HEVJAT,rmsd10-opt,1723.443
omegacsd_HEVJAT,rmsd148-opt,1727.159
omegacsd_HEVJAT,rmsd153-opt,1739.944
omegacsd_HEVJAT,rmsd158-opt,1727.014
omegacsd_HEVJAT,rmsd1-opt,1726.101
omegacsd_JUBJOF,rmsd114-opt,1500.071
omegacsd_JUBJOF,rmsd142-opt,1501.678
omegacsd_JUBJOF,rmsd145-opt,1498.958
omegacsd_JUBJOF,rmsd158-opt,1499.519
omegacsd_JUBJOF,rmsd17-opt,1500.394
omegacsd_JUBJOF,rmsd185-opt,1501.164
omegacsd_JUBJOF,rmsd192-opt,1499.764
omegacsd_JUBJOF,rmsd198-opt,1496.764
omegacsd_JUBJOF,rmsd1-opt,1497.697
omegacsd_JUBJOF,rmsd233-opt,1499.424
omegacsd_KEMHOZ,rmsd16-opt,3050.561
